RedFighter,BlueFighter,Location,TotalFightTimeSecs,FinishRoundTime,WeightClass,Date,Winner,FinishDetails,Finish
TJ Grant,Carlo Prater,"Fairfax, Virginia, USA",900.0,5:00,Lightweight,2012-05-15,Red,,U-DEC
Rafael Dos Anjos,Kamal Shalorus,"Fairfax, Virginia, USA",100.0,1:40,Lightweight,2012-05-15,Red,Rear Naked Choke,SUB
Jeff Curran,Johnny Eduardo,"Fairfax, Virginia, USA",900.0,5:00,Bantamweight,2012-05-15,Blue,,U-DEC
Alex Soto,Francisco Rivera,"Fairfax, Virginia, USA",900.0,5:00,Bantamweight,2012-05-15,Blue,,U-DEC
Nate Diaz,Jim Miller,"East Rutherford, New Jersey, USA",549.0,4:09,Lightweight,2012-05-05,Red,Guillotine Choke,SUB
Josh Koscheck,Johny Hendricks,"East Rutherford, New Jersey, USA",900.0,5:00,Welterweight,2012-05-05,Blue,,S-DEC
Rousimar Palhares,Alan Belcher,"East Rutherford, New Jersey, USA",258.0,4:18,Middleweight,2012-05-05,Blue,Punches,KO/TKO
Pat Barry,Lavar Johnson,"East Rutherford, New Jersey, USA",278.0,4:38,Heavyweight,2012-05-05,Blue,Punches,KO/TKO
Tony Ferguson,Michael Johnson,"East Rutherford, New Jersey, USA",900.0,5:00,Lightweight,2012-05-05,Blue,,U-DEC
John Dodson,Tim Elliott,"East Rutherford, New Jersey, USA",900.0,5:00,Flyweight,2012-05-05,Red,,U-DEC
John Hathaway,Pascal Krauss,"East Rutherford, New Jersey, USA",900.0,5:00,Welterweight,2012-05-05,Red,,U-DEC
Louis Gaudinot,John Lineker,"East Rutherford, New Jersey, USA",594.0,4:54,Flyweight,2012-05-05,Red,Guillotine Choke,SUB
Danny Castillo,John Cholish,"East Rutherford, New Jersey, USA",900.0,5:00,Lightweight,2012-05-05,Red,,U-DEC
Dennis Bermudez,Pablo Garza,"East Rutherford, New Jersey, USA",900.0,5:00,Featherweight,2012-05-05,Red,,U-DEC
Roland Delorme,Nick Denis,"East Rutherford, New Jersey, USA",299.0,4:59,Bantamweight,2012-05-05,Red,Rear Naked Choke,SUB
Mike Massenzio,Karlos Vemola,"East Rutherford, New Jersey, USA",367.0,1:07,Middleweight,2012-05-05,Blue,Rear Naked Choke,SUB
Jon Jones,Rashad Evans,"Atlanta, Georgia, USA",1500.0,5:00,Light Heavyweight,2012-04-21,Red,,U-DEC
Rory MacDonald,Che Mills,"Atlanta, Georgia, USA",440.0,2:20,Welterweight,2012-04-21,Red,Punches,KO/TKO
Brendan Schaub,Ben Rothwell,"Atlanta, Georgia, USA",70.0,1:10,Heavyweight,2012-04-21,Blue,Punch,KO/TKO
Miguel Torres,Michael McDonald,"Atlanta, Georgia, USA",198.0,3:18,Bantamweight,2012-04-21,Blue,Punch,KO/TKO
Mark Hominick,Eddie Yagin,"Atlanta, Georgia, USA",900.0,5:00,Featherweight,2012-04-21,Blue,,S-DEC
Mark Bocek,John Alessio,"Atlanta, Georgia, USA",900.0,5:00,Lightweight,2012-04-21,Red,,U-DEC
Travis Browne,Chad Griggs,"Atlanta, Georgia, USA",149.0,2:29,Heavyweight,2012-04-21,Red,Arm Triangle,SUB
Matt Brown,Stephen Thompson,"Atlanta, Georgia, USA",900.0,5:00,Welterweight,2012-04-21,Red,,U-DEC
John Makdessi,Anthony Njokuani,"Atlanta, Georgia, USA",900.0,5:00,Lightweight,2012-04-21,Blue,,U-DEC
Mac Danzig,Efrain Escudero,"Atlanta, Georgia, USA",900.0,5:00,Lightweight,2012-04-21,Red,,U-DEC
Keith Wisniewski,Chris Clements,"Atlanta, Georgia, USA",900.0,5:00,Welterweight,2012-04-21,Blue,,S-DEC
Marcus Brimage,Maximo Blanco,"Atlanta, Georgia, USA",900.0,5:00,Featherweight,2012-04-21,Red,,S-DEC
Alexander Gustafsson,Thiago Silva,"Stockholm, Sweden",900.0,5:00,Light Heavyweight,2012-04-14,Red,,U-DEC
Brian Stann,Alessio Sakara,"Stockholm, Sweden",146.0,2:26,Middleweight,2012-04-14,Red,Punch,KO/TKO
Paulo Thiago,Siyar Bahadurzada,"Stockholm, Sweden",42.0,0:42,Welterweight,2012-04-14,Blue,Punch,KO/TKO
Dennis Siver,Diego Nunes,"Stockholm, Sweden",900.0,5:00,Featherweight,2012-04-14,Red,,U-DEC
DaMarques Johnson,John Maguire,"Stockholm, Sweden",580.0,4:40,Welterweight,2012-04-14,Blue,Armbar,SUB
Brad Pickett,Damacio Page,"Stockholm, Sweden",545.0,4:05,Bantamweight,2012-04-14,Red,Rear Naked Choke,SUB
Papy Abedi,James Head,"Stockholm, Sweden",273.0,4:33,Welterweight,2012-04-14,Blue,Rear Naked Choke,SUB
Cyrille Diabate,Tom DeBlass,"Stockholm, Sweden",900.0,5:00,Light Heavyweight,2012-04-14,Red,,M-DEC
Francis Carmont,Magnus Cedenblad,"Stockholm, Sweden",402.0,1:42,Middleweight,2012-04-14,Red,Rear Naked Choke,SUB
Reza Madadi,Yoislandy Izquierdo,"Stockholm, Sweden",388.0,1:28,Lightweight,2012-04-14,Red,Guillotine Choke,SUB
Simeon Thoresen,Besam Yousef,"Stockholm, Sweden",456.0,2:36,Welterweight,2012-04-14,Red,Rear Naked Choke,SUB
Jason Young,Eric Wisely,"Stockholm, Sweden",900.0,5:00,Featherweight,2012-04-14,Red,,U-DEC
Thiago Alves,Martin Kampmann,"Sydney, New South Wales, Australia",852.0,4:12,Welterweight,2012-03-02,Blue,Guillotine Choke,SUB
Joseph Benavidez,Yasuhiro Urushitani,"Sydney, New South Wales, Australia",311.0,0:11,Flyweight,2012-03-02,Red,Punch,KO/TKO
Court McGee,Costas Philippou,"Sydney, New South Wales, Australia",,,Middleweight,2012-03-02,Blue,,S-DEC
James Te Huna,Aaron Rosa,"Sydney, New South Wales, Australia",128.0,2:08,Light Heavyweight,2012-03-02,Red,Punches,KO/TKO
Anthony Perosh,Nick Penner,"Sydney, New South Wales, Australia",299.0,4:59,Light Heavyweight,2012-03-02,Red,Punches,KO/TKO
Cole Miller,Steven Siler,"Sydney, New South Wales, Australia",900.0,5:00,Featherweight,2012-03-02,Blue,,U-DEC
Kyle Noke,Andrew Craig,"Sydney, New South Wales, Australia",900.0,5:00,Middleweight,2012-03-02,Blue,,U-DEC
TJ Waldburger,Jake Hecht,"Sydney, New South Wales, Australia",55.0,0:55,Welterweight,2012-03-02,Red,Armbar,SUB
Mackens Semerzier,Daniel Pineda,"Sydney, New South Wales, Australia",125.0,2:05,Featherweight,2012-03-02,Blue,Armbar,SUB
Oli Thompson,Shawn Jordan,"Sydney, New South Wales, Australia",533.0,3:53,Heavyweight,2012-03-02,Blue,Punches,KO/TKO
Frankie Edgar,Benson Henderson,"Saitama, Japan",1500.0,5:00,Lightweight,2012-02-25,Blue,,U-DEC
Rampage Jackson,Ryan Bader,"Saitama, Japan",,,Light Heavyweight,2012-02-25,Blue,,SUB
Mark Hunt,Cheick Kongo,"Saitama, Japan",131.0,2:11,Heavyweight,2012-02-25,Red,Punches,KO/TKO
Yoshihiro Akiyama,Jake Shields,"Saitama, Japan",900.0,5:00,Welterweight,2012-02-25,Blue,,U-DEC
Yushin Okami,Tim Boetsch,"Saitama, Japan",654.0,0:54,Middleweight,2012-02-25,Blue,Punches,KO/TKO
Hatsu Hioki,Bart Palaszewski,"Saitama, Japan",900.0,5:00,Featherweight,2012-02-25,Red,,U-DEC
Anthony Pettis,Joe Lauzon,"Saitama, Japan",81.0,1:21,Lightweight,2012-02-25,Red,Kick,KO/TKO
Takanori Gomi,Eiji Mitsuoka,"Saitama, Japan",441.0,2:21,Lightweight,2012-02-25,Red,Punches,KO/TKO
Norifumi Yamamoto,Vaughan Lee,"Saitama, Japan",269.0,4:29,Bantamweight,2012-02-25,Blue,Armbar,SUB
Riki Fukuda,Steve Cantwell,"Saitama, Japan",900.0,5:00,Middleweight,2012-02-25,Red,,U-DEC
Takeya Mizugaki,Chris Cariaso,"Saitama, Japan",900.0,5:00,Bantamweight,2012-02-25,Blue,,U-DEC
Tiequan Zhang,Issei Tamura,"Saitama, Japan",332.0,0:32,Featherweight,2012-02-25,Blue,Punch,KO/TKO
Diego Sanchez,Jake Ellenberger,"Omaha, Nebraska, USA",900.0,5:00,Welterweight,2012-02-15,Blue,,U-DEC
Stefan Struve,Dave Herman,"Omaha, Nebraska, USA",532.0,3:52,Heavyweight,2012-02-15,Red,Punches,KO/TKO
Aaron Simpson,Ronny Markes,"Omaha, Nebraska, USA",900.0,5:00,Middleweight,2012-02-15,Blue,,S-DEC
Stipe Miocic,Philip De Fries,"Omaha, Nebraska, USA",43.0,0:43,Heavyweight,2012-02-15,Red,Punch,KO/TKO
TJ Dillashaw,Walel Watson,"Omaha, Nebraska, USA",900.0,5:00,Bantamweight,2012-02-15,Red,,U-DEC
Ivan Menjivar,John Albert,"Omaha, Nebraska, USA",225.0,3:45,Bantamweight,2012-02-15,Red,Rear Naked Choke,SUB
Jonathan Brookins,Vagner Rocha,"Omaha, Nebraska, USA",92.0,1:32,Featherweight,2012-02-15,Red,Punches,KO/TKO
Anton Kuivanen,Justin Salas,"Omaha, Nebraska, USA",900.0,5:00,Lightweight,2012-02-15,Blue,,U-DEC
Tim Means,Bernardo Magalhaes,"Omaha, Nebraska, USA",900.0,5:00,Lightweight,2012-02-15,Red,,U-DEC
Nick Diaz,Carlos Condit,"Las Vegas, Nevada, USA",1500.0,5:00,Welterweight,2012-02-04,Blue,,U-DEC
Roy Nelson,Fabricio Werdum,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2012-02-04,Blue,,U-DEC
Josh Koscheck,Mike Pierce,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2012-02-04,Red,,S-DEC
Renan Barao,Scott Jorgensen,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2012-02-04,Red,,U-DEC
Ed Herman,Clifford Starks,"Las Vegas, Nevada, USA",403.0,1:43,Middleweight,2012-02-04,Red,Rear Naked Choke,SUB
Dustin Poirier,Max Holloway,"Las Vegas, Nevada, USA",203.0,3:23,Featherweight,2012-02-04,Red,Armbar,SUB
Alex Caceres,Edwin Figueroa,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2012-02-04,Blue,,S-DEC
Matt Brown,Chris Cope,"Las Vegas, Nevada, USA",379.0,1:19,Welterweight,2012-02-04,Red,Punches,KO/TKO
Matthew Riddle,Henry Martinez,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2012-02-04,Red,,S-DEC
Rafael Natal,Michael Kuiper,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2012-02-04,Red,,U-DEC
Dan Stittgen,Stephen Thompson,"Las Vegas, Nevada, USA",253.0,4:13,Welterweight,2012-02-04,Blue,Kick,KO/TKO
Rashad Evans,Phil Davis,"Chicago, Illinois, USA",1500.0,5:00,Light Heavyweight,2012-01-28,Red,,U-DEC
Chael Sonnen,Michael Bisping,"Chicago, Illinois, USA",900.0,5:00,Middleweight,2012-01-28,Red,,U-DEC
Demian Maia,Chris Weidman,"Chicago, Illinois, USA",900.0,5:00,Middleweight,2012-01-28,Blue,,U-DEC
Evan Dunham,Nik Lentz,"Chicago, Illinois, USA",600.0,5:00,Lightweight,2012-01-28,Red,,KO/TKO
Mike Russow,Jon Olav Einemo,"Chicago, Illinois, USA",900.0,5:00,Heavyweight,2012-01-28,Red,,U-DEC
Cub Swanson,George Roop,"Chicago, Illinois, USA",442.0,2:22,Featherweight,2012-01-28,Red,Punch,KO/TKO
Charles Oliveira,Eric Wisely,"Chicago, Illinois, USA",103.0,1:43,Featherweight,2012-01-28,Red,Other - Lock,SUB
Michael Johnson,Shane Roller,"Chicago, Illinois, USA",900.0,5:00,Lightweight,2012-01-28,Red,,U-DEC
Joey Beltran,Lavar Johnson,"Chicago, Illinois, USA",264.0,4:24,Heavyweight,2012-01-28,Blue,Punches,KO/TKO
Chris Camozzi,Dustin Jacoby,"Chicago, Illinois, USA",668.0,1:08,Middleweight,2012-01-28,Red,Guillotine Choke,SUB
Melvin Guillard,Jim Miller,"Nashville, Tennessee, USA",184.0,3:04,Lightweight,2012-01-20,Blue,Rear Naked Choke,SUB
Duane Ludwig,Josh Neer,"Nashville, Tennessee, USA",184.0,3:04,Welterweight,2012-01-20,Blue,Guillotine Choke,SUB
Mike Easton,Jared Papazian,"Nashville, Tennessee, USA",900.0,5:00,Bantamweight,2012-01-20,Red,,M-DEC
Pat Barry,Christian Morecraft,"Nashville, Tennessee, USA",218.0,3:38,Heavyweight,2012-01-20,Red,Punch,KO/TKO
Jorge Rivera,Eric Schafer,"Nashville, Tennessee, USA",391.0,1:31,Middleweight,2012-01-20,Red,Punches,KO/TKO
Kamal Shalorus,Khabib Nurmagomedov,"Nashville, Tennessee, USA",728.0,2:08,Lightweight,2012-01-20,Blue,Rear Naked Choke,SUB
Charlie Brenneman,Daniel Roberts,"Nashville, Tennessee, USA",900.0,5:00,Welterweight,2012-01-20,Red,,U-DEC
Fabricio Camoes,Tommy Hayden,"Nashville, Tennessee, USA",243.0,4:03,Lightweight,2012-01-20,Red,Rear Naked Choke,SUB
Daniel Pineda,Pat Schilling,"Nashville, Tennessee, USA",97.0,1:37,Featherweight,2012-01-20,Red,Rear Naked Choke,SUB
Joseph Sandoval,Nick Denis,"Nashville, Tennessee, USA",22.0,0:22,Bantamweight,2012-01-20,Blue,Elbows,KO/TKO
Jose Aldo,Chad Mendes,"Rio de Janeiro, Brazil",299.0,4:59,Featherweight,2012-01-14,Red,Knee,KO/TKO
Vitor Belfort,Anthony Johnson,"Rio de Janeiro, Brazil",289.0,4:49,Middleweight,2012-01-14,Red,Rear Naked Choke,SUB
Rousimar Palhares,Mike Massenzio,"Rio de Janeiro, Brazil",63.0,1:03,Middleweight,2012-01-14,Red,Heel Hook,SUB
Erick Silva,Carlo Prater,"Rio de Janeiro, Brazil",29.0,0:29,Welterweight,2012-01-14,Blue,,DQ
Edson Barboza,Terry Etim,"Rio de Janeiro, Brazil",722.0,2:02,Lightweight,2012-01-14,Red,Kick,KO/TKO
Thiago Tavares,Sam Stout,"Rio de Janeiro, Brazil",900.0,5:00,Lightweight,2012-01-14,Red,,U-DEC
Gabriel Gonzaga,Ednaldo Oliveira,"Rio de Janeiro, Brazil",202.0,3:22,Heavyweight,2012-01-14,Red,Rear Naked Choke,SUB
Iuri Alcantara,Michihiro Omigawa,"Rio de Janeiro, Brazil",900.0,5:00,Featherweight,2012-01-14,Red,,U-DEC
Ricardo Funch,Mike Pyle,"Rio de Janeiro, Brazil",82.0,1:22,Welterweight,2012-01-14,Blue,Knees,KO/TKO
Felipe Arantes,Antonio Carvalho,"Rio de Janeiro, Brazil",900.0,5:00,Featherweight,2012-01-14,Red,,U-DEC
Brock Lesnar,Alistair Overeem,"Las Vegas, Nevada, USA",146.0,2:26,Heavyweight,2011-12-30,Blue,Kick,KO/TKO
Nate Diaz,Donald Cerrone,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2011-12-30,Red,,U-DEC
Jon Fitch,Johny Hendricks,"Las Vegas, Nevada, USA",12.0,0:12,Welterweight,2011-12-30,Blue,Punch,KO/TKO
Vladimir Matyushenko,Alexander Gustafsson,"Las Vegas, Nevada, USA",133.0,2:13,Light Heavyweight,2011-12-30,Blue,Punch,KO/TKO
Nam Phan,Jimy Hettes,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2011-12-30,Blue,,U-DEC
Ross Pearson,Junior Assuncao,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2011-12-30,Red,,U-DEC
Anthony Njokuani,Danny Castillo,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2011-12-30,Blue,,S-DEC
Dong Hyun Kim,Sean Pierson,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2011-12-30,Red,,U-DEC
Jacob Volkmann,Efrain Escudero,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2011-12-30,Red,,U-DEC
Manvel Gamburyan,Diego Nunes,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2011-12-30,Blue,,U-DEC
Jon Jones,Lyoto Machida,"Toronto, Ontario, Canada",566.0,4:26,Light Heavyweight,2011-12-10,Red,Guillotine Choke,SUB
Frank Mir,Minotauro Nogueira,"Toronto, Ontario, Canada",,,Heavyweight,2011-12-10,Red,,SUB
Tito Ortiz,Rogerio Nogueira,"Toronto, Ontario, Canada",195.0,3:15,Light Heavyweight,2011-12-10,Blue,Punches,KO/TKO
Claude Patrick,Brian Ebersole,"Toronto, Ontario, Canada",900.0,5:00,Welterweight,2011-12-10,Blue,,S-DEC
Mark Hominick,Chan Sung Jung,"Toronto, Ontario, Canada",7.0,0:07,Featherweight,2011-12-10,Blue,Punch,KO/TKO
Krzysztof Soszynski,Igor Pokrajac,"Toronto, Ontario, Canada",35.0,0:35,Light Heavyweight,2011-12-10,Blue,Punches,KO/TKO
Jared Hamman,Costas Philippou,"Toronto, Ontario, Canada",,,Middleweight,2011-12-10,Blue,,KO/TKO
John Makdessi,Dennis Hallman,"Toronto, Ontario, Canada",178.0,2:58,Lightweight,2011-12-10,Blue,Rear Naked Choke,SUB
Walel Watson,Yves Jabouin,"Toronto, Ontario, Canada",900.0,5:00,Bantamweight,2011-12-10,Blue,,S-DEC
Mark Bocek,Nik Lentz,"Toronto, Ontario, Canada",900.0,5:00,Lightweight,2011-12-10,Red,,U-DEC
Rich Attonito,Jake Hecht,"Toronto, Ontario, Canada",370.0,1:10,Welterweight,2011-12-10,Blue,Elbows,KO/TKO
Mitch Clarke,John Cholish,"Toronto, Ontario, Canada",576.0,4:36,Lightweight,2011-12-10,Blue,Punches,KO/TKO
Michael Bisping,Jason Miller,"Las Vegas, Nevada, USA",814.0,3:34,Middleweight,2011-12-03,Red,Knees,KO/TKO
Diego Brandao,Dennis Bermudez,"Las Vegas, Nevada, USA",291.0,4:51,Featherweight,2011-12-03,Red,Armbar,SUB
TJ Dillashaw,John Dodson,"Las Vegas, Nevada, USA",114.0,1:54,Bantamweight,2011-12-03,Blue,Punches,KO/TKO
Tony Ferguson,Yves Edwards,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2011-12-03,Red,,U-DEC
Louis Gaudinot,Johnny Bedford,"Las Vegas, Nevada, USA",718.0,1:58,Bantamweight,2011-12-03,Blue,Knees,KO/TKO
Marcus Brimage,Stephen Bass,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2011-12-03,Red,,U-DEC
Dustin Pague,John Albert,"Las Vegas, Nevada, USA",69.0,1:09,Bantamweight,2011-12-03,Blue,Punches,KO/TKO
Roland Delorme,Josh Ferguson,"Las Vegas, Nevada, USA",622.0,0:22,Bantamweight,2011-12-03,Red,Rear Naked Choke,SUB
Steven Siler,Josh Clopton,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2011-12-03,Red,,U-DEC
Bryan Caraway,Dustin Neace,"Las Vegas, Nevada, USA",518.0,3:38,Featherweight,2011-12-03,Red,Rear Naked Choke,SUB
Mauricio Rua,Dan Henderson,"San Jose, California, USA",1500.0,5:00,Light Heavyweight,2011-11-19,Blue,,U-DEC
Wanderlei Silva,Cung Le,"San Jose, California, USA",589.0,4:49,Middleweight,2011-11-19,Red,Knee,KO/TKO
Urijah Faber,Brian Bowles,"San Jose, California, USA",387.0,1:27,Bantamweight,2011-11-19,Red,Guillotine Choke,SUB
Rick Story,Martin Kampmann,"San Jose, California, USA",900.0,5:00,Welterweight,2011-11-19,Blue,,S-DEC
Stephan Bonnar,Kyle Kingsbury,"San Jose, California, USA",900.0,5:00,Light Heavyweight,2011-11-19,Red,,U-DEC
Ryan Bader,Jason Brilz,"San Jose, California, USA",77.0,1:17,Light Heavyweight,2011-11-19,Red,Punch,KO/TKO
Michael McDonald,Alex Soto,"San Jose, California, USA",56.0,0:56,Bantamweight,2011-11-19,Red,Punches,KO/TKO
Tom Lawlor,Chris Weidman,"San Jose, California, USA",127.0,2:07,Middleweight,2011-11-19,Blue,D'Arce Choke,SUB
Gleison Tibau,Rafael Dos Anjos,"San Jose, California, USA",900.0,5:00,Lightweight,2011-11-19,Red,,S-DEC
Miguel Torres,Nick Pace,"San Jose, California, USA",900.0,5:00,Bantamweight,2011-11-19,Red,,U-DEC
Matt Brown,Seth Baczynski,"San Jose, California, USA",342.0,0:42,Welterweight,2011-11-19,Blue,Guillotine Choke,SUB
Danny Castillo,Shamar Bailey,"San Jose, California, USA",292.0,4:52,Lightweight,2011-11-19,Red,Punches,KO/TKO
Cain Velasquez,Junior Dos Santos,"Anaheim, California, USA",64.0,1:04,Heavyweight,2011-11-12,Blue,Punch,KO/TKO
Clay Guida,Benson Henderson,"Anaheim, California, USA",900.0,5:00,Lightweight,2011-11-12,Blue,,U-DEC
Dustin Poirier,Pablo Garza,"Anaheim, California, USA",392.0,1:32,Featherweight,2011-11-12,Red,D'Arce Choke,SUB
Cub Swanson,Ricardo Lamas,"Anaheim, California, USA",436.0,2:16,Featherweight,2011-11-12,Blue,Arm Triangle,SUB
DaMarques Johnson,Clay Harvison,"Anaheim, California, USA",94.0,1:34,Welterweight,2011-11-12,Red,Punch,KO/TKO
Norifumi Yamamoto,Darren Uyenoyama,"Anaheim, California, USA",900.0,5:00,Bantamweight,2011-11-12,Blue,,U-DEC
Alex Caceres,Cole Escovedo,"Anaheim, California, USA",900.0,5:00,Bantamweight,2011-11-12,Red,,U-DEC
Mike Pierce,Paul Bradley,"Anaheim, California, USA",900.0,5:00,Welterweight,2011-11-12,Red,,S-DEC
Aaron Rosa,Matt Lucas,"Anaheim, California, USA",900.0,5:00,Light Heavyweight,2011-11-12,Red,,M-DEC
Chris Leben,Mark Munoz,"Birmingham, England, United Kingdom",600.0,5:00,Middleweight,2011-11-05,Blue,,KO/TKO
Brad Pickett,Renan Barao,"Birmingham, England, United Kingdom",249.0,4:09,Bantamweight,2011-11-05,Blue,Rear Naked Choke,SUB
Thiago Alves,Papy Abedi,"Birmingham, England, United Kingdom",212.0,3:32,Welterweight,2011-11-05,Red,Rear Naked Choke,SUB
Cyrille Diabate,Anthony Perosh,"Birmingham, England, United Kingdom",489.0,3:09,Light Heavyweight,2011-11-05,Blue,Rear Naked Choke,SUB
Terry Etim,Edward Faaloloto,"Birmingham, England, United Kingdom",17.0,0:17,Lightweight,2011-11-05,Red,Guillotine Choke,SUB
John Maguire,Justin Edwards,"Birmingham, England, United Kingdom",900.0,5:00,Welterweight,2011-11-05,Red,,U-DEC
Rob Broughton,Philip De Fries,"Birmingham, England, United Kingdom",900.0,5:00,Heavyweight,2011-11-05,Blue,,U-DEC
Michihiro Omigawa,Jason Young,"Birmingham, England, United Kingdom",900.0,5:00,Featherweight,2011-11-05,Red,,U-DEC
Chris Cope,Che Mills,"Birmingham, England, United Kingdom",40.0,0:40,Welterweight,2011-11-05,Blue,Knee,KO/TKO
Chris Cariaso,Vaughan Lee,"Birmingham, England, United Kingdom",900.0,5:00,Bantamweight,2011-11-05,Red,,S-DEC
BJ Penn,Nick Diaz,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2011-10-29,Blue,,U-DEC
Cheick Kongo,Matt Mitrione,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2011-10-29,Red,,U-DEC
Mirko Cro Cop,Roy Nelson,"Las Vegas, Nevada, USA",,,Heavyweight,2011-10-29,Blue,,SUB
Scott Jorgensen,Jeff Curran,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2011-10-29,Red,,U-DEC
Hatsu Hioki,George Roop,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2011-10-29,Red,,S-DEC
Dennis Siver,Donald Cerrone,"Las Vegas, Nevada, USA",142.0,2:22,Lightweight,2011-10-29,Blue,Rear Naked Choke,SUB
Tyson Griffin,Bart Palaszewski,"Las Vegas, Nevada, USA",165.0,2:45,Featherweight,2011-10-29,Blue,Punches,KO/TKO
Brandon Vera,Eliot Marshall,"Las Vegas, Nevada, USA",900.0,5:00,Light Heavyweight,2011-10-29,Red,,U-DEC
Ramsey Nijem,Danny Downes,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2011-10-29,Red,,U-DEC
Chris Camozzi,Francis Carmont,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2011-10-29,Blue,,U-DEC
Dustin Jacoby,Clifford Starks,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2011-10-29,Blue,,U-DEC
Frankie Edgar,Gray Maynard,"Houston, Texas, USA",1134.0,3:54,Lightweight,2011-10-08,Red,Punches,KO/TKO
Jose Aldo,Kenny Florian,"Houston, Texas, USA",1500.0,5:00,Featherweight,2011-10-08,Red,,U-DEC
Chael Sonnen,Brian Stann,"Houston, Texas, USA",531.0,3:51,Middleweight,2011-10-08,Red,Arm Triangle,SUB
Leonard Garcia,Nam Phan,"Houston, Texas, USA",900.0,5:00,Featherweight,2011-10-08,Blue,,U-DEC
Melvin Guillard,Joe Lauzon,"Houston, Texas, USA",47.0,0:47,Lightweight,2011-10-08,Blue,Rear Naked Choke,SUB
Demian Maia,Jorge Santiago,"Houston, Texas, USA",900.0,5:00,Middleweight,2011-10-08,Red,,U-DEC
Anthony Pettis,Jeremy Stephens,"Houston, Texas, USA",900.0,5:00,Lightweight,2011-10-08,Red,,S-DEC
Joey Beltran,Stipe Miocic,"Houston, Texas, USA",900.0,5:00,Heavyweight,2011-10-08,Blue,,U-DEC
Tiequan Zhang,Darren Elkins,"Houston, Texas, USA",900.0,5:00,Featherweight,2011-10-08,Blue,,U-DEC
Aaron Simpson,Eric Schafer,"Houston, Texas, USA",900.0,5:00,Middleweight,2011-10-08,Red,,U-DEC
Steve Cantwell,Mike Massenzio,"Houston, Texas, USA",900.0,5:00,Middleweight,2011-10-08,Blue,,U-DEC
Dominick Cruz,Demetrious Johnson,"Washington, DC, USA",1500.0,5:00,Bantamweight,2011-10-01,Red,,U-DEC
Pat Barry,Stefan Struve,"Washington, DC, USA",502.0,3:22,Heavyweight,2011-10-01,Blue,Triangle Choke,SUB
Anthony Johnson,Charlie Brenneman,"Washington, DC, USA",169.0,2:49,Welterweight,2011-10-01,Red,Kick,KO/TKO
Matt Wiman,Mac Danzig,"Washington, DC, USA",900.0,5:00,Lightweight,2011-10-01,Red,,U-DEC
Yves Edwards,Rafaello Oliveira,"Washington, DC, USA",464.0,2:44,Lightweight,2011-10-01,Red,Kick,KO/TKO
Michael Johnson,Paul Sass,"Washington, DC, USA",180.0,3:00,Lightweight,2011-10-01,Blue,Heel Hook,SUB
